spot,low,high,blocks,volBps,refBlocks,houseEdgeBps,multiplierBps,prob1e6
10000000000000,9979000000000,10055000000000,50,12,100,400,9665,993152
10000000000000,9979000000000,10144000000000,50,12,100,400,9665,993152
10000000000000,9945000000000,10001000000000,50,12,100,400,17566,546479
10000000000000,9945000000000,10003000000000,50,12,100,400,15068,637075
10000000000000,9945000000000,10008000000000,50,12,100,400,11625,825761
10000000000000,9945000000000,10021000000000,50,12,100,400,9665,993152
10000000000000,9945000000000,10055000000000,50,12,100,400,9600,999937
10000000000000,9945000000000,10144000000000,50,12,100,400,9600,999937
10000000000000,9856000000000,10001000000000,50,12,100,400,17566,546479
10000000000000,9856000000000,10003000000000,50,12,100,400,15068,637075
10000000000000,9856000000000,10008000000000,50,12,100,400,11625,825761
10000000000000,9856000000000,10021000000000,50,12,100,400,9665,993152
10000000000000,9856000000000,10055000000000,50,12,100,400,9600,999937
10000000000000,9856000000000,10144000000000,50,12,100,400,9600,999937
10000000000000,9999000000000,10001000000000,100,12,100,400,145944,65778
10000000000000,9999000000000,10003000000000,100,12,100,400,72950,131595
10000000000000,9999000000000,10008000000000,100,12,100,400,34416,278936
10000000000000,9999000000000,10021000000000,100,12,100,400,19478,492830
10000000000000,9999000000000,10055000000000,100,12,100,400,18015,532857
10000000000000,9999000000000,10144000000000,100,12,100,400,18015,532857
10000000000000,9997000000000,10001000000000,100,12,100,400,72950,131595
10000000000000,9997000000000,10003000000000,100,12,100,400,48628,197413
10000000000000,9997000000000,10008000000000,100,12,100,400,27845,344754
10000000000000,9997000000000,10021000000000,100,12,100,400,17184,558647
10000000000000,9997000000000,10055000000000,100,12,100,400,16034,598675
10000000000000,9997000000000,10144000000000,100,12,100,400,16034,598675
10000000000000,9992000000000,10001000000000,100,12,100,400,34416,278936
10000000000000,9992000000000,10003000000000,100,12,100,400,27845,344754
10000000000000,9992000000000,10008000000000,100,12,100,400,19508,492095
10000000000000,9992000000000,10021000000000,100,12,100,400,13597,705988
10000000000000,9992000000000,10055000000000,100,12,100,400,12867,746016
10000000000000,9992000000000,10144000000000,100,12,100,400,12867,746016
10000000000000,9979000000000,10001000000000,100,12,100,400,19478,492830
10000000000000,9979000000000,10003000000000,100,12,100,400,17184,558647
10000000000000,9979000000000,10008000000000,100,12,100,400,13597,705988
10000000000000,9979000000000,10021000000000,100,12,100,400,10435,919882
10000000000000,9979000000000,10055000000000,100,12,100,400,10000,959909
10000000000000,9979000000000,10144000000000,100,12,100,400,10000,959909
10000000000000,9945000000000,10001000000000,100,12,100,400,18015,532857
10000000000000,9945000000000,10003000000000,100,12,100,400,16034,598675
10000000000000,9945000000000,10008000000000,100,12,100,400,12867,746016
10000000000000,9945000000000,10021000000000,100,12,100,400,10000,959909
10000000000000,9945000000000,10055000000000,100,12,100,400,9600,999937
10000000000000,9945000000000,10144000000000,100,12,100,400,9600,999937
10000000000000,9856000000000,10001000000000,100,12,100,400,18015,532857
10000000000000,9856000000000,10003000000000,100,12,100,400,16034,598675
10000000000000,9856000000000,10008000000000,100,12,100,400,12867,746016
10000000000000,9856000000000,10021000000000,100,12,100,400,10000,959909
10000000000000,9856000000000,10055000000000,100,12,100,400,9600,999937
10000000000000,9856000000000,10144000000000,100,12,100,400,9600,999937
10000000000000,9999000000000,10001000000000,250,12,100,400,230690,41614
10000000000000,9999000000000,10003000000000,250,12,100,400,115344,83228
10000000000000,9999000000000,10008000000000,250,12,100,400,52406,183181
10000000000000,9999000000000,10021000000000,250,12,100,400,24947,384795
10000000000000,9999000000000,10055000000000,250,12,100,400,18504,518797
10000000000000,9999000000000,10144000000000,250,12,100,400,18433,520775
10000000000000,9997000000000,10001000000000,250,12,100,400,115344,83228
10000000000000,9997000000000,10003000000000,250,12,100,400,76896,124843
10000000000000,9997000000000,10008000000000,250,12,100,400,42704,224795
10000000000000,9997000000000,10021000000000,250,12,100,400,22512,426409
10000000000000,9997000000000,10055000000000,250,12,100,400,17130,560411
10000000000000,9997000000000,10144000000000,250,12,100,400,17069,562390
10000000000000,9992000000000,10001000000000,250,12,100,400,52406,183181
10000000000000,9992000000000,10003000000000,250,12,100,400,42704,224795
10000000000000,9992000000000,10008000000000,250,12,100,400,29561,324748
10000000000000,9992000000000,10021000000000,250,12,100,400,18238,526362
10000000000000,9992000000000,10055000000000,250,12,100,400,14537,660364
10000000000000,9992000000000,10144000000000,250,12,100,400,14493,662342
10000000000000,9979000000000,10001000000000,250,12,100,400,24947,384795
10000000000000,9979000000000,10003000000000,250,12,100,400,22512,426409
10000000000000,9979000000000,10008000000000,250,12,100,400,18238,526362
10000000000000,9979000000000,10021000000000,250,12,100,400,13186,727976
10000000000000,9979000000000,10055000000000,250,12,100,400,11136,861978
10000000000000,9979000000000,10144000000000,250,12,100,400,11111,863956
10000000000000,9945000000000,10001000000000,250,12,100,400,18504,518797
10000000000000,9945000000000,10003000000000,250,12,100,400,17130,560411
10000000000000,9945000000000,10008000000000,250,12,100,400,14537,660364
10000000000000,9945000000000,10021000000000,250,12,100,400,11136,861978
10000000000000,9945000000000,10055000000000,250,12,100,400,9638,995980
10000000000000,9945000000000,10144000000000,250,12,100,400,9619,997958
10000000000000,9856000000000,10001000000000,250,12,100,400,18433,520775
10000000000000,9856000000000,10003000000000,250,12,100,400,17069,562390
10000000000000,9856000000000,10008000000000,250,12,100,400,14493,662342
10000000000000,9856000000000,10021000000000,250,12,100,400,11111,863956
10000000000000,9856000000000,10055000000000,250,12,100,400,9619,997958
10000000000000,9856000000000,10144000000000,250,12,100,400,9600,999937
10000000000000,9999000000000,10001000000000,600,12,100,400,357568,26848
10000000000000,9999000000000,10003000000000,600,12,100,400,178783,53696
10000000000000,9999000000000,10008000000000,600,12,100,400,79779,120330
10000000000000,9999000000000,10021000000000,600,12,100,400,34892,275132
10000000000000,9999000000000,10055000000000,600,12,100,400,19926,481756
10000000000000,9999000000000,10144000000000,600,12,100,400,18698,513392
10000000000000,9997000000000,10001000000000,600,12,100,400,178783,53696
10000000000000,9997000000000,10003000000000,600,12,100,400,119188,80544
10000000000000,9997000000000,10008000000000,600,12,100,400,65226,147178
10000000000000,9997000000000,10021000000000,600,12,100,400,31789,301980
10000000000000,9997000000000,10055000000000,600,12,100,400,18874,508604
10000000000000,9997000000000,10144000000000,600,12,100,400,17769,540240
10000000000000,9992000000000,10001000000000,600,12,100,400,79779,120330
10000000000000,9992000000000,10003000000000,600,12,100,400,65226,147178
10000000000000,9992000000000,10008000000000,600,12,100,400,44899,213812
10000000000000,9992000000000,10021000000000,600,12,100,400,26042,368614
10000000000000,9992000000000,10055000000000,600,12,100,400,16688,575238
10000000000000,9992000000000,10144000000000,600,12,100,400,15817,606874
10000000000000,9979000000000,10001000000000,600,12,100,400,34892,275132
10000000000000,9979000000000,10003000000000,600,12,100,400,31789,301980
10000000000000,9979000000000,10008000000000,600,12,100,400,26042,368614
10000000000000,9979000000000,10021000000000,600,12,100,400,18340,523417
10000000000000,9979000000000,10055000000000,600,12,100,400,13149,730040
10000000000000,9979000000000,10144000000000,600,12,100,400,12602,761677
10000000000000,9945000000000,10001000000000,600,12,100,400,19926,481756
10000000000000,9945000000000,10003000000000,600,12,100,400,18874,508604
10000000000000,9945000000000,10008000000000,600,12,100,400,16688,575238
10000000000000,9945000000000,10021000000000,600,12,100,400,13149,730040
10000000000000,9945000000000,10055000000000,600,12,100,400,10248,936664
10000000000000,9945000000000,10144000000000,600,12,100,400,9913,968300
10000000000000,9856000000000,10001000000000,600,12,100,400,18698,513392
10000000000000,9856000000000,10003000000000,600,12,100,400,17769,540240
10000000000000,9856000000000,10008000000000,600,12,100,400,15817,606874
10000000000000,9856000000000,10021000000000,600,12,100,400,12602,761677
10000000000000,9856000000000,10055000000000,600,12,100,400,9913,968300
10000000000000,9856000000000,10144000000000,600,12,100,400,9600,999937
10000000000000,9999000000000,10001000000000,2000,12,100,400,653639,14687
10000000000000,9999000000000,10003000000000,2000,12,100,400,326375,29414
10000000000000,9999000000000,10008000000000,2000,12,100,400,145076,66172
10000000000000,9999000000000,10021000000000,2000,12,100,400,60576,158475
10000000000000,9999000000000,10055000000000,2000,12,100,400,27121,353946
10000000000000,9999000000000,10144000000000,2000,12,100,400,19065,503501
10000000000000,9997000000000,10001000000000,2000,12,100,400,326375,29414
10000000000000,9997000000000,10003000000000,2000,12,100,400,217484,44141
10000000000000,9997000000000,10008000000000,2000,12,100,400,118665,80899
10000000000000,9997000000000,10021000000000,2000,12,100,400,55426,173202
10000000000000,9997000000000,10055000000000,2000,12,100,400,26039,368673
10000000000000,9997000000000,10144000000000,2000,12,100,400,18524,518228
10000000000000,9992000000000,10001000000000,2000,12,100,400,145076,66172
10000000000000,9992000000000,10003000000000,2000,12,100,400,118665,80899
10000000000000,9992000000000,10008000000000,2000,12,100,400,81592,117658
10000000000000,9992000000000,10021000000000,2000,12,100,400,45721,209961
10000000000000,9992000000000,10055000000000,2000,12,100,400,23678,405431
10000000000000,9992000000000,10144000000000,2000,12,100,400,17297,554987
10000000000000,9979000000000,10001000000000,2000,12,100,400,60576,158475
10000000000000,9979000000000,10003000000000,2000,12,100,400,55426,173202
10000000000000,9979000000000,10008000000000,2000,12,100,400,45721,209961
10000000000000,9979000000000,10021000000000,2000,12,100,400,31759,302264
10000000000000,9979000000000,10055000000000,2000,12,100,400,19287,497734
10000000000000,9979000000000,10144000000000,2000,12,100,400,14831,647290
10000000000000,9945000000000,10001000000000,2000,12,100,400,27121,353946
10000000000000,9945000000000,10003000000000,2000,12,100,400,26039,368673
10000000000000,9945000000000,10008000000000,2000,12,100,400,23678,405431
10000000000000,9945000000000,10021000000000,2000,12,100,400,19287,497734
10000000000000,9945000000000,10055000000000,2000,12,100,400,13848,693205
10000000000000,9945000000000,10144000000000,2000,12,100,400,11390,842760
10000000000000,9856000000000,10001000000000,2000,12,100,400,19065,503501
10000000000000,9856000000000,10003000000000,2000,12,100,400,18524,518228
10000000000000,9856000000000,10008000000000,2000,12,100,400,17297,554987
10000000000000,9856000000000,10021000000000,2000,12,100,400,14831,647290
10000000000000,9856000000000,10055000000000,2000,12,100,400,11390,842760
10000000000000,9856000000000,10144000000000,2000,12,100,400,9673,992316
10000000000000,9999000000000,10001000000000,6000,12,100,400,1136229,8449
10000000000000,9999000000000,10003000000000,6000,12,100,400,566806,16937
10000000000000,9999000000000,10008000000000,6000,12,100,400,251447,38179
10000000000000,9999000000000,10021000000000,6000,12,100,400,102767,93415
10000000000000,9999000000000,10055000000000,6000,12,100,400,42528,225731
10000000000000,9999000000000,10144000000000,6000,12,100,400,21685,442681
10000000000000,9997000000000,10001000000000,6000,12,100,400,566806,16937
10000000000000,9997000000000,10003000000000,6000,12,100,400,377566,25426
10000000000000,9997000000000,10008000000000,6000,12,100,400,205707,46668
10000000000000,9997000000000,10021000000000,6000,12,100,400,94205,101904
10000000000000,9997000000000,10055000000000,6000,12,100,400,40986,234220
10000000000000,9997000000000,10144000000000,6000,12,100,400,21277,451170
10000000000000,9992000000000,10001000000000,6000,12,100,400,251447,38179
10000000000000,9992000000000,10003000000000,6000,12,100,400,205707,46668
10000000000000,9992000000000,10008000000000,6000,12,100,400,141362,67910
10000000000000,9992000000000,10021000000000,6000,12,100,400,77955,123146
10000000000000,9992000000000,10055000000000,6000,12,100,400,37578,255462
10000000000000,9992000000000,10144000000000,6000,12,100,400,20320,472412
10000000000000,9979000000000,10001000000000,6000,12,100,400,102767,93415
10000000000000,9979000000000,10003000000000,6000,12,100,400,94205,101904
10000000000000,9979000000000,10008000000000,6000,12,100,400,77955,123146
10000000000000,9979000000000,10021000000000,6000,12,100,400,53816,178382
10000000000000,9979000000000,10055000000000,6000,12,100,400,30897,310698
10000000000000,9979000000000,10144000000000,6000,12,100,400,18193,527648
10000000000000,9945000000000,10001000000000,6000,12,100,400,42528,225731
10000000000000,9945000000000,10003000000000,6000,12,100,400,40986,234220
10000000000000,9945000000000,10008000000000,6000,12,100,400,37578,255462
10000000000000,9945000000000,10021000000000,6000,12,100,400,30897,310698
10000000000000,9945000000000,10055000000000,6000,12,100,400,21669,443014
10000000000000,9945000000000,10144000000000,6000,12,100,400,14545,659964
10000000000000,9856000000000,10001000000000,6000,12,100,400,21685,442681
10000000000000,9856000000000,10003000000000,6000,12,100,400,21277,451170
10000000000000,9856000000000,10008000000000,6000,12,100,400,20320,472412
10000000000000,9856000000000,10021000000000,6000,12,100,400,18193,527648
10000000000000,9856000000000,10055000000000,6000,12,100,400,14545,659964
10000000000000,9856000000000,10144000000000,6000,12,100,400,10946,876914
10000000000000,9999000000000,10001000000000,10,16,100,400,61524,156035
10000000000000,9999000000000,10003000000000,10,16,100,400,32008,299917
10000000000000,9999000000000,10008000000000,10,16,100,400,18464,519898
10000000000000,9999000000000,10021000000000,10,16,100,400,16608,577986
10000000000000,9999000000000,10055000000000,10,16,100,400,16608,577986
10000000000000,9999000000000,10144000000000,10,16,100,400,16608,577986
10000000000000,9997000000000,10001000000000,10,16,100,400,32008,299917
10000000000000,9997000000000,10003000000000,10,16,100,400,21630,443800
10000000000000,9997000000000,10008000000000,10,16,100,400,14462,663780
10000000000000,9997000000000,10021000000000,10,16,100,400,13297,721868
10000000000000,9997000000000,10055000000000,10,16,100,400,13297,721868
10000000000000,9997000000000,10144000000000,10,16,100,400,13297,721868
10000000000000,9992000000000,10001000000000,10,16,100,400,18464,519898
10000000000000,9992000000000,10003000000000,10,16,100,400,14462,663780
10000000000000,9992000000000,10008000000000,10,16,100,400,10862,883761
10000000000000,9992000000000,10021000000000,10,16,100,400,10192,941849
10000000000000,9992000000000,10055000000000,10,16,100,400,10192,941849
10000000000000,9992000000000,10144000000000,10,16,100,400,10192,941849
10000000000000,9979000000000,10001000000000,10,16,100,400,16608,577986
10000000000000,9979000000000,10003000000000,10,16,100,400,13297,721868
10000000000000,9979000000000,10008000000000,10,16,100,400,10192,941849
10000000000000,9979000000000,10021000000000,10,16,100,400,9600,999937
10000000000000,9979000000000,10055000000000,10,16,100,400,9600,999937
10000000000000,9979000000000,10144000000000,10,16,100,400,9600,999937
10000000000000,9945000000000,10001000000000,10,16,100,400,16608,577986
10000000000000,9945000000000,10003000000000,10,16,100,400,13297,721868
10000000000000,9945000000000,10008000000000,10,16,100,400,10192,941849
10000000000000,9945000000000,10021000000000,10,16,100,400,9600,999937
10000000000000,9945000000000,10055000000000,10,16,100,400,9600,999937
10000000000000,9945000000000,10144000000000,10,16,100,400,9600,999937
10000000000000,9856000000000,10001000000000,10,16,100,400,16608,577986
10000000000000,9856000000000,10003000000000,10,16,100,400,13297,721868
10000000000000,9856000000000,10008000000000,10,16,100,400,10192,941849
10000000000000,9856000000000,10021000000000,10,16,100,400,9600,999937
10000000000000,9856000000000,10055000000000,10,16,100,400,9600,999937
10000000000000,9856000000000,10144000000000,10,16,100,400,9600,999937
10000000000000,9999000000000,10001000000000,25,16,100,400,97257,98706
10000000000000,9999000000000,10003000000000,25,16,100,400,49372,194437
10000000000000,9999000000000,10008000000000,25,16,100,400,24571,390697
10000000000000,9999000000000,10021000000000,25,16,100,400,17621,544758
10000000000000,9999000000000,10055000000000,25,16,100,400,17475,549321
10000000000000,9999000000000,10144000000000,25,16,100,400,17475,549321
10000000000000,9997000000000,10001000000000,25,16,100,400,49372,194437
10000000000000,9997000000000,10003000000000,25,16,100,400,33083,290169
10000000000000,9997000000000,10008000000000,25,16,100,400,19734,486429
10000000000000,9997000000000,10021000000000,25,16,100,400,14988,640489
10000000000000,9997000000000,10055000000000,25,16,100,400,14881,645053
10000000000000,9997000000000,10144000000000,25,16,100,400,14881,645053
10000000000000,9992000000000,10001000000000,25,16,100,400,24571,390697
10000000000000,9992000000000,10003000000000,25,16,100,400,19734,486429
10000000000000,9992000000000,10008000000000,25,16,100,400,14061,682689
10000000000000,9992000000000,10021000000000,25,16,100,400,11472,836749
10000000000000,9992000000000,10055000000000,25,16,100,400,11410,841313
10000000000000,9992000000000,10144000000000,25,16,100,400,11410,841313
10000000000000,9979000000000,10001000000000,25,16,100,400,17621,544758
10000000000000,9979000000000,10003000000000,25,16,100,400,14988,640489
10000000000000,9979000000000,10008000000000,25,16,100,400,11472,836749
10000000000000,9979000000000,10021000000000,25,16,100,400,9688,990810
10000000000000,9979000000000,10055000000000,25,16,100,400,9644,995373
10000000000000,9979000000000,10144000000000,25,16,100,400,9644,995373
10000000000000,9945000000000,10001000000000,25,16,100,400,17475,549321
10000000000000,9945000000000,10003000000000,25,16,100,400,14881,645053
10000000000000,9945000000000,10008000000000,25,16,100,400,11410,841313
10000000000000,9945000000000,10021000000000,25,16,100,400,9644,995373
10000000000000,9945000000000,10055000000000,25,16,100,400,9600,999937
10000000000000,9945000000000,10144000000000,25,16,100,400,9600,999937
10000000000000,9856000000000,10001000000000,25,16,100,400,17475,549321
10000000000000,9856000000000,10003000000000,25,16,100,400,14881,645053
10000000000000,9856000000000,10008000000000,25,16,100,400,11410,841313
10000000000000,9856000000000,10021000000000,25,16,100,400,9644,995373
10000000000000,9856000000000,10055000000000,25,16,100,400,9600,999937
10000000000000,9856000000000,10144000000000,25,16,100,400,9600,999937
10000000000000,9999000000000,10001000000000,50,16,100,400,137681,69726
10000000000000,9999000000000,10003000000000,50,16,100,400,68979,139171
10000000000000,9999000000000,10008000000000,50,16,100,400,32632,294180
10000000000000,9999000000000,10021000000000,50,16,100,400,19117,502149
10000000000000,9999000000000,10055000000000,50,16,100,400,17949,534831
10000000000000,9999000000000,10144000000000,50,16,100,400,17949,534831
10000000000000,9997000000000,10001000000000,50,16,100,400,68979,139171
10000000000000,9997000000000,10003000000000,50,16,100,400,46016,208617
10000000000000,9997000000000,10008000000000,50,16,100,400,26400,363625
10000000000000,9997000000000,10021000000000,50,16,100,400,16794,571595
10000000000000,9997000000000,10055000000000,50,16,100,400,15886,604277
10000000000000,9997000000000,10144000000000,50,16,100,400,15886,604277
10000000000000,9992000000000,10001000000000,50,16,100,400,32632,294180
10000000000000,9992000000000,10003000000000,50,16,100,400,26400,363625
10000000000000,9992000000000,10008000000000,50,16,100,400,18509,518634
10000000000000,9992000000000,10021000000000,50,16,100,400,13211,726603
10000000000000,9992000000000,10055000000000,50,16,100,400,12643,759285
10000000000000,9992000000000,10144000000000,50,16,100,400,12643,759285
10000000000000,9979000000000,10001000000000,50,16,100,400,19117,502149
10000000000000,9979000000000,10003000000000,50,16,100,400,16794,571595
10000000000000,9979000000000,10008000000000,50,16,100,400,13211,726603
10000000000000,9979000000000,10021000000000,50,16,100,400,10272,934573
10000000000000,9979000000000,10055000000000,50,16,100,400,9924,967255
10000000000000,9979000000000,10144000000000,50,16,100,400,9924,967255
10000000000000,9945000000000,10001000000000,50,16,100,400,17949,534831
10000000000000,9945000000000,10003000000000,50,16,100,400,15886,604277
10000000000000,9945000000000,10008000000000,50,16,100,400,12643,759285
10000000000000,9945000000000,10021000000000,50,16,100,400,9924,967255
10000000000000,9945000000000,10055000000000,50,16,100,400,9600,999937
10000000000000,9945000000000,10144000000000,50,16,100,400,9600,999937
10000000000000,9856000000000,10001000000000,50,16,100,400,17949,534831
10000000000000,9856000000000,10003000000000,50,16,100,400,15886,604277
10000000000000,9856000000000,10008000000000,50,16,100,400,12643,759285
10000000000000,9856000000000,10021000000000,50,16,100,400,9924,967255
10000000000000,9856000000000,10055000000000,50,16,100,400,9600,999937
10000000000000,9856000000000,10144000000000,50,16,100,400,9600,999937
10000000000000,9999000000000,10001000000000,100,16,100,400,194516,49353
10000000000000,9999000000000,10003000000000,100,16,100,400,97257,98706
10000000000000,9999000000000,10008000000000,100,16,100,400,44415,216139
10000000000000,9999000000000,10021000000000,100,16,100,400,22391,428737
10000000000000,9999000000000,10055000000000,100,16,100,400,18307,524357
10000000000000,9999000000000,10144000000000,100,16,100,400,18297,524645
10000000000000,9997000000000,10001000000000,100,16,100,400,97257,98706
10000000000000,9997000000000,10003000000000,100,16,100,400,64838,148059
10000000000000,9997000000000,10008000000000,100,16,100,400,36158,265492
10000000000000,9997000000000,10021000000000,100,16,100,400,20079,478090
10000000000000,9997000000000,10055000000000,100,16,100,400,16732,573710
10000000000000,9997000000000,10144000000000,100,16,100,400,16724,573998
10000000000000,9992000000000,10001000000000,100,16,100,400,44415,216139
10000000000000,9992000000000,10003000000000,100,16,100,400,36158,265492
10000000000000,9992000000000,10008000000000,100,16,100,400,25069,382925
10000000000000,9992000000000,10021000000000,100,16,100,400,16119,595523
10000000000000,9992000000000,10055000000000,100,16,100,400,13889,691143
10000000000000,9992000000000,10144000000000,100,16,100,400,13883,691431
10000000000000,9979000000000,10001000000000,100,16,100,400,22391,428737
10000000000000,9979000000000,10003000000000,100,16,100,400,20079,478090
10000000000000,9979000000000,10008000000000,100,16,100,400,16119,595523
10000000000000,9979000000000,10021000000000,100,16,100,400,11879,808121
10000000000000,9979000000000,10055000000000,100,16,100,400,10622,903741
10000000000000,9979000000000,10144000000000,100,16,100,400,10618,904029
10000000000000,9945000000000,10001000000000,100,16,100,400,18307,524357
10000000000000,9945000000000,10003000000000,100,16,100,400,16732,573710
10000000000000,9945000000000,10008000000000,100,16,100,400,13889,691143
10000000000000,9945000000000,10021000000000,100,16,100,400,10622,903741
10000000000000,9945000000000,10055000000000,100,16,100,400,9605,999362
10000000000000,9945000000000,10144000000000,100,16,100,400,9602,999649
10000000000000,9856000000000,10001000000000,100,16,100,400,18297,524645
10000000000000,9856000000000,10003000000000,100,16,100,400,16724,573998
10000000000000,9856000000000,10008000000000,100,16,100,400,13883,691431
10000000000000,9856000000000,10021000000000,100,16,100,400,10618,904029
10000000000000,9856000000000,10055000000000,100,16,100,400,9602,999649
10000000000000,9856000000000,10144000000000,100,16,100,400,9600,999937
